video,class,actual,predicted,confidence,frame,classification
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__106H-4- 408FPS_20230727115459941.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Loki's Armor,1.0,1,0.96753990650177,68.0,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,Loki's Variant uniform,0.0,1,0.8426225185394287,75.0,FP
Scenes 001-020__108E-1-_20230727173710924.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Collar,1.0,1,0.965947687625885,102.0,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Uniform,1.0,1,0.9592612981796265,45.0,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,TemPad,0.0,1,0.9014492630958557,83.0,FP
Scenes 001-020__108E-1-_20230727173710924.mp4,Time Stick,1.0,1,0.8473575115203857,57.0,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Collar,1.0,1,0.9832817316055298,167.0,TP
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Monitor,1.0,1,0.9818662405014038,80.0,TP
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Prisoner Uniform,1.0,1,0.9578984975814819,57.0,TP
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Collar,1.0,1,0.984452486038208,56.0,TP
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Monitor,1.0,1,0.9826937317848206,118.0,TP
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Prisoner Uniform,0.0,1,0.9432504177093506,77.0,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,TimeSpear,0.0,1,0.803354024887085,211.0,FP
Scenes 001-020__110C-1-_20230728125333457.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Monitor,1.0,1,0.9809227585792542,214.0,TP
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TemPad,0.0,1,0.8315157890319824,176.0,FP
Scenes 001-020__110C-1-_20230728125333457.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,TVA Collar,0.0,1,0.9020912647247314,54.0,FP
Scenes 001-020__111D-1-_20230728135829842.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,TVA Prisoner Uniform,1.0,1,0.817690372467041,253.0,TP
Scenes 001-020__111D-1-_20230728135829842.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,TemPad,0.0,1,0.9340465664863586,155.0,FP
Scenes 001-020__111D-1-_20230728135829842.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__111D-1-_20230728135829842.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Prisoner Uniform,1.0,1,0.8909472823143005,16.0,TP
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TimeSpear,0.0,0,0.0,,TN
